html,title,duration,date_watched,C1,B2,B1,A2,A1
https://www.youtube.com/watch?v=BadrWzX9FWI,Video 92 Hjelp med muntlig eksamen alle nivåer fra A1-B2,627,2022-05-31 13:20:03.381087,,1.0,1.0,1.0,1.0
https://www.youtube.com/watch?v=N5QQxyRNBQg,Video 93 SIN-SI-SITT-SINE,561,2022-05-31 13:29:30.540512,,,,,
https://www.youtube.com/watch?v=pfvhNkJiDGA,Video 94 Norske idiomer 26 Å ha mange baller i lufta,193,2022-05-31 13:32:46.103977,,,,,
https://www.youtube.com/watch?v=4sJ2WFgIQwY,"Video 95 Dobbelt bestemthet: DEN FINE BILEN, DE NYE SKOENE",538,2022-05-31 13:44:32.546285,,,,,
https://www.youtube.com/watch?v=nuUNWAK1_so,"Video 96 5 måter å bruke verbet ""Å FÅ"" på :-)",565,2022-05-31 13:54:00.583136,,,,,
https://www.youtube.com/watch?v=_ilge-EAB84,"Video 97 Hvis, viss, dersom eller om??",285,2022-05-31 13:58:47.623771,,,,,
https://www.youtube.com/watch?v=UzcmBySXZYM,Video 98 Nivå B1-B2: Verbplassering i betingede adverb,521,2022-05-31 14:07:31.289900,,1.0,1.0,,
https://www.youtube.com/watch?v=sltBsqpVomg,Video 99 Ordpar: lang eller kort vokal? Tusen tak eller takk?,359,2022-05-31 14:13:32.954680,,,,,
https://www.youtube.com/watch?v=4qG1CAf3NkA,Video 100 For A1-C1: Bokstaver vi nesten aldri bruker.,391,2022-06-05 14:01:39.216618,1.0,1.0,1.0,1.0,1.0
https://www.youtube.com/watch?v=LC19jyu3AaU,Video 101 Norsk uttale for nivå A1-C1: stumme bokstaver,603,,1.0,1.0,1.0,1.0,1.0
https://www.youtube.com/watch?v=B8Hs3ktQXao,"Lær norsk 102 A1-C1: Norsk intonasjon, melodi i det norske språket.",795,,1.0,1.0,1.0,1.0,1.0
https://www.youtube.com/watch?v=sZfLKYTJ2xU,Video 103 Norske idiomer 27 Synge på siste verset,164,,,,,,
https://www.youtube.com/watch?v=TLBbUCAKIhA,Video 104 Vanlige uttrykk og småord 1,405,,,,,,
https://www.youtube.com/watch?v=GiFszntDc9w,"Video 105 Konjunksjoner: FOR, MEN, OG, SÅ, ELLER",537,,,,,,
https://www.youtube.com/watch?v=OZ0i3j_6zDw,Video 106 Det ser bra ut! Det høres bra ut! (2 verb mange bruker feil),412,,,,,,
https://www.youtube.com/watch?v=I_xNJnGVs7M,"Video 107 S-fuge og E-fuge, hva er det?",586,,,,,,
https://www.youtube.com/watch?v=VhoMVdUFlIY,Video 108 Det-setninger: Hvordan bruker vi DET på norsk.,842,,,,,,
https://www.youtube.com/watch?v=kb-85yV27Yc,Video 109 B1-B2 skriftlig prøve.,328,,,1.0,1.0,,
https://www.youtube.com/watch?v=831NH9OFRgc,Video 110 A1-A2 og A2-B1 skriftlig prøve.,325,,,,1.0,1.0,1.0
https://www.youtube.com/watch?v=o1warpSPHIU,Video 111 Sammensatte verb del 1,535,,,,,,
https://www.youtube.com/watch?v=z2qgWi-rApU,Video 112 Sammensatte verb del 2,388,,,,,,
https://www.youtube.com/watch?v=fybGj1JWj7A,Video 113 Litt eller lite??,399,,,,,,
https://www.youtube.com/watch?v=Six85vI0NOc,Video 114 Norske idiomer 28,288,,,,,,
https://www.youtube.com/watch?v=FxRjnP9pPZY,Video 115 B2 oppgave: Jeg korrigerer og vurderer teksten,781,,,1.0,,,
https://www.youtube.com/watch?v=PySFoNZVr9U,Video 116 Referat fra intervju: Bergenstestnivå,662,,,,,,
https://www.youtube.com/watch?v=X2kBh9JoOCE,Video 117 A1? A2? B1? Jeg korrigerer oppgaven og vurderer nivået :-),610,,,,1.0,1.0,1.0
https://www.youtube.com/watch?v=1zrE3S5dY-0,"Video 118 KLAGEBREV på nivå A2-B1, jeg korrigerer oppgaven :-)",988,,,,1.0,1.0,
https://www.youtube.com/watch?v=MGQuUXLUw5o,Video 119 Gratulerer med dagen! 17. mai i Norge :-),368,,,,,,
https://www.youtube.com/watch?v=10qTe4hdef4,Video 120 Sammensatte verb del 3,378,,,,,,
https://www.youtube.com/watch?v=rXOa20NVrRo,Video 121 Spørrende leddsetninger,379,,,,,,
https://www.youtube.com/watch?v=3hofbNnXsmI,Video 122 Klagebrev - skriftlig norskprøve A2-B1-B2,725,,,1.0,1.0,1.0,
https://www.youtube.com/watch?v=PPUQKgH2qmM,Video 123 Sammensatte verb del 4,453,,,,,,
https://www.youtube.com/watch?v=otveXXU96xc,Video 124 Norske idiomer 29 å sette prikken over i'en,177,,,,,,
https://www.youtube.com/watch?v=raNX8SVq1UE,Video 125 Norske idiomer 30 i ny og ne,191,,,,,,
https://www.youtube.com/watch?v=5jAPfMCU3zI,Lær norsk126 Laaaaaaaange vokaler!,467,,,,,,
https://www.youtube.com/watch?v=DgRlfG0n_WA,Video 127 Her er vi! Min hund har fått valper :-),156,,,,,,
https://www.youtube.com/watch?v=WqDL3hyOJWY,Video 128 Meg selv og deg selv? Verb med SELV,801,,,,,,
https://www.youtube.com/watch?v=B9rr8adu8G8,Video 129 Bruk av GREI og GREIT,254,,,,,,
https://www.youtube.com/watch?v=qmk3cUhPP-A,Video 130 Bruk av SIKKER og SIKKERT,187,,,,,,
https://www.youtube.com/watch?v=YFfTQMZtH9w,Video 131 Sammensatte verb del 5,433,,,,,,
https://www.youtube.com/watch?v=jGcRmFt-gCw,Video 132 Hei fra valpene :-),44,,,,,,
https://www.youtube.com/watch?v=x6Ht20FKwh0,"Video 133 Sammentrekning av ord: Hakke, ække, kanke, vikke, måkke.......",430,,,,,,
https://www.youtube.com/watch?v=V131UeCgDmw,Video 134 Eid Mubarak til alle muslimer!,56,,,,,,
https://www.youtube.com/watch?v=1jpw5JsRf1g,Video 135 Vanlige uttrykk 2,158,,,,,,
https://www.youtube.com/watch?v=VS-7RYY7S-w,Video 136 Norsk uttale RRRRRRRRRRRRRR (rulle-R),491,,,,,,
https://www.youtube.com/watch?v=JxWy7iw_LD4,Video 137 Dra eller reise?,324,,,,,,
https://www.youtube.com/watch?v=VH3r8liJKCY,Video 138 Norske idiomer 31 Til syvende og sist,210,,,,,,
https://www.youtube.com/watch?v=krEe2GSHD34,Video 139 Jeg vet ikke på norsk,331,,,,,,
https://www.youtube.com/watch?v=3G4Q30liv0Q,Video 140 Norske idiomer 32 Verken fugl eller fisk,209,,,,,,
https://www.youtube.com/watch?v=kyD51NhLvzU,Video 141 Info om å klage på skriftlig norskprøve,397,,,,,,
https://www.youtube.com/watch?v=7snvJ-DJgt8,Video 142 MAN eller EN?,435,,,,,,
https://www.youtube.com/watch?v=_eUn_4FL708,Video 143 Preposisjoner du ikke trenger,404,,,,,,
https://www.youtube.com/watch?v=g6RcUOwgUhs,Video 144 Tre måter å bruke ordet SÅ på,296,,,,,,
https://www.youtube.com/watch?v=A9Ckegpcqi8,Video 145 Norske idiomer 33,186,,,,,,
https://www.youtube.com/watch?v=yktkyFspeKs,Video 146 Lage verb til substantiv: å studere = studering,561,,,,,,
https://www.youtube.com/watch?v=8xJ_zha8dv0,Video 147 God sommer!!,109,,,,,,
https://www.youtube.com/watch?v=AevuVjVyn0o,Video 148 Hva er presens partisipp??,517,,,,,,
https://www.youtube.com/watch?v=eJJ44g-QQ0M,Video 149 Bruk av presens perfektum: om sommerfeiren :-),304,,,,,,
https://www.youtube.com/watch?v=L9poE-u9V_0,Video 150 Forkortelser på norsk. Hva betyr M.M.? OSV.? T.O.M?,650,,,,,,
https://www.youtube.com/watch?v=tmuxSQtwE5k,Video 151 Å leve eller å bo?,442,,,,,,
https://www.youtube.com/watch?v=j39kvzwpzWo,Video 152 Å planlegge - riktig bruk av verbet.,493,,,,,,
https://www.youtube.com/watch?v=dzAQ6ErQi1w,Video 153 Bli bedre til å snakke norsk :),715,,,,,,
https://www.youtube.com/watch?v=t20e9OOPv90,Video 154 Norsk uttale: Æ - Ø - Å,432,,,,,,
https://www.youtube.com/watch?v=PzMEPv6wIow,Video 155 TID - TIME - GANG,486,,,,,,
https://www.youtube.com/watch?v=Wc0J-DO1AA0,Video 156 BORT og BORTE,657,,,,,,
https://www.youtube.com/watch?v=XlZMl52oHzI,Video 157 Norske idiomer 34 Å snakke rett fra leveren,323,,,,,,
