Date,Verb,C1,Infinitive,C2,Present tense,C3,Past tense,C4,Past participle,Percent
17/01/2021 12:05:26,write,,å skrive,,skriver,,skrev,,har skrevet,100
17/01/2021 12:05:53,"hit, strike",,å slå,,slår,,slatt,,har slott,50
17/01/2021 12:06:27,drop,,å slippe,,slipper,,slipt,,har slappet,50
17/01/2021 12:06:41,smile,,å smile,,smiler,,smilte,,har smilt,100
17/01/2021 12:06:51,sneak,,å snike,,sniker,,snaker,,har snek,50
17/01/2021 12:07:04,snow,,å snø,,snør,,snødde,,har snødd,100
17/01/2021 12:07:15,sleep,,å sover,,sover,,sovt,,har sovet,50
17/01/2021 12:07:32,play,,å spille,,spiller,,spillte,,har spilt,75
17/01/2021 12:07:51,eat,,å spise,,spiser,,spiste,,har spist,100
17/01/2021 12:08:02,ask,,å spørre,,spør,,sporte,,har spurt,75
17/01/2021 12:08:25,"stand, stand up",,å stå,,står,,stått,,har stodd,50
17/01/2021 12:08:46,"roast, fry, bake",,å steke,,steker,,stekte,,har stekt,100
17/01/2021 12:10:48,steal,,å stjele,,stjeler,,stelte,,har stjalt,50
17/01/2021 12:11:01,stroke,,å stryke,,stryker,,strikt,,har strld,50
17/01/2021 12:11:22,"answer, reply",,å spørre,,svarer,,svarte,,har svart,75
17/01/2021 12:12:01,take,,å tar,,tar,,tokk,,har tar,25
17/01/2021 12:12:15,count,,å telel,,teller,,tell,,har talt,50
17/01/2021 12:12:31,"think, intend",,å tenke,,tenker,,tenkte,,har tenkt,100
17/01/2021 12:12:47,meet/hit,,å treffe,,treffer,,traff,,har traffet,75
17/01/2021 12:13:24,pull,,å trekke,,trekker,,trakk,,har trekket,75
17/01/2021 12:13:43,need,,å trenge,,trenger,,trengte,,har trengt,100
17/01/2021 12:14:00,believe,,å tro,,tror,,trodde,,har trodd,100
17/01/2021 12:14:18,to print,,å trykke,,trykker,,trykket,,har trykket,100
17/01/2021 12:14:35,"be, exist",,å være,,er,,var,,har vært,100
17/01/2021 12:14:54,wash,,å vaske,,vasker,,vasket,,har vasket,100
17/01/2021 12:15:10,"wait, expect",,å vente,,venter,,ventet,,har ventet,100
17/01/2021 12:15:22,show,,å snø,,viser,,viste,,har vist,75
17/01/2021 12:15:36,know,,å vite,,viter,,vett,,har visst,50
18/01/2021 15:47:02,interrupt,,å avbryte,,avbryter,,avbrøtt,,har avbutt,50
18/01/2021 15:47:30,"bear, carry",,å bære,,å bærer,,bar,,har bar,50
18/01/2021 15:49:46,ask,,å be,,er,,besrt,,har beret,25
18/01/2021 15:50:01,be,,å bli,,blir,,bli,,har blir,50
18/01/2021 15:56:30,"violate, break",,å bryte,,brytee,,bryter,,har bruttet,25
18/01/2021 15:56:53,should,,å burde,,burder,,burde,,har burdet,75
18/01/2021 15:57:11,go/travel,,å dra,,drar,,drak,,har dratt,75
18/01/2021 15:57:37,drink,,å drikke,,drikker,,drukk,,har drukket,75
18/01/2021 15:57:52,"operate, run",,å drive,,driver,,drevt,,har drevet,75
18/01/2021 15:58:17,get/receive,,å få,,får,,fikk,,har fikk,75
18/01/2021 15:58:44,find,,å finne,,finner,,finde,,har fantet,50
18/01/2021 15:59:06,prefer,,å foretrekke,,foretrekker,,foretrakk,,har foretrakket,75
18/01/2021 15:59:38,disappear,,å forsvinne,,forsvinner,,forsvann,,har forsvant,50
18/01/2021 16:00:02,"tell, explain",,å fortelle,,forteller,,fortold,,har fortalt,75
18/01/2021 16:00:28,continue,,å fortsette,,fortsetter,,fortsatt,,har forsattet,50
18/01/2021 16:00:57,repeat,,å gjenta,,gjenar,,gj,,har gjentakk,25
18/01/2021 16:01:25,do,,å gjøre,,gjør,,gjorde,,har gjord,75
18/01/2021 16:01:44,help,,hjelpe,,hjelper,,hjalpt,,har hjalpet,25
18/01/2021 16:03:03,laugh,,å le,,ler,,li,,har lott,50
18/01/2021 16:03:18,lay/put,,å legge,,legger,,ligg,,har latt,50
18/01/2021 16:03:31,lie,,å ligge,,ligger,,ligt,,har ligt,50
18/01/2021 16:04:30,must/have to ,,å måtte,,må,,måtte,,har mått,75
18/01/2021 16:04:42,enjoy,,å nyte,,nyter,,nit,,har nøttet,50
18/01/2021 16:06:40,exaggerate,,å overdrive,,overdriver,,overdrev,,overdrevet,75
18/01/2021 16:07:23,reach,,å rekke,,rekker,,rekt,,har raktet,50
18/01/2021 16:07:41,ride,,å ri,,rir,,ror,,har rirte,50
18/01/2021 16:07:53,see,,å se,,ser,,si,,har sått,50
18/01/2021 16:08:03,set/put/place,,å sette,,setter,,sat,,har satt,75
18/01/2021 16:08:19,"say, tell",,å so,,sir,,sa,,d,25
18/01/2021 16:08:26,sit,,å sitte,,sitter,,satt,,har satt,75
18/01/2021 16:08:41,"hit, strike",,å slå,,slår,,slått,,har slått,75
18/01/2021 16:08:53,drop,,å slippe,,slipper,,slal,,har slappet,50
18/01/2021 16:09:06,sneak,,å snike,,sniker,,snaker,,har sneket,75
18/01/2021 16:09:19,sleep,,å sove,,sover,,sovt,,har sovet,75
18/01/2021 16:09:32,ask,,å sporre,,spørrer,,spørt,,har spurt,25
18/01/2021 16:10:05,"stand, stand up",,å stå,,står,,stakk,,har stått,75
18/01/2021 16:10:26,steal,,å stjele,,stjeler,,stjalt,,har stjalet,50
18/01/2021 16:10:42,stroke,,å stryke,,stryker,,strikt,,har strøket,75
18/01/2021 16:11:21,take,,å ta,,tar,,tokk,,har tok,50
18/01/2021 16:11:35,count,,å telle,,teller,,told,,har talt,75
18/01/2021 16:11:44,meet/hit,,å treffe,,treffer,,tfaff,,har traffet,50
18/01/2021 16:12:01,pull,,å trekke,,trekker,,trekte,,har trakket,50
18/01/2021 16:12:13,know,,å vite,,viter,,vite,,har visst,50
19/01/2021 08:15:32,interrupt,,å avbryte,,avbryter,,avbrøtt,,har avbrutt,75
19/01/2021 08:17:54,"bear, carry",,å bære,,bærer,,bære,,har baret,50
19/01/2021 08:18:17,ask,,å be,,ber,,bor,,har batt,50
19/01/2021 08:18:30,begin,,å begyne,,begynte,,begynte,,har begynt,50
19/01/2021 08:19:04,be,,å bli,,blir,,bli,,har blett,50
19/01/2021 08:19:16,"violate, break",,å bryte,,bryter,,brøtt,,har brutt,75
19/01/2021 08:19:35,should,,å burde,,burder,,burde,,har børr,50
19/01/2021 08:19:53,go/travel,,å dra,,drar,,drak,,har drakk,50
19/01/2021 08:20:05,drink,,å drikke,,drikker,,druk,,har drukket,75
19/01/2021 08:20:21,"operate, run",,å drive,,driver,,dror,,har drevet,75
19/01/2021 08:20:39,get/receive,,å få,,får,,få,,har fikk,50
19/01/2021 08:21:02,find,,å finne,,finner,,fint,,har fantet,50
19/01/2021 08:21:14,prefer,,å foretrekke,,foretrekker,,foretrakk,,har foretrukk,75
19/01/2021 08:21:44,disappear,,å forsvinne,,forsvinner,,forsvunt,,har forsvant,50
19/01/2021 08:30:53,"tell, explain",,å fortelle,,forteller,,fortell,,har fortalt,75
19/01/2021 08:31:55,continue,,å fortsette,,forsetter,,fortsatt,,har forsatt,25
19/01/2021 08:32:20,repeat,,å gjenta,,gjentar,,gjant,,har gjentok,50
19/01/2021 08:32:43,do,,å gjøre,,gjør,,gjort,,har gjørd,50
19/01/2021 08:33:04,help,,å hjelpe,,hjelper,,hjalp,,har hjelpet,75
19/01/2021 08:33:22,cough,,å hoste,,hoster,,hostet,,har hostet,100
19/01/2021 08:33:54,remember,,å huske,,husker,,husket,,har husket,100
19/01/2021 08:34:09,cast,,å gjemme,,kaster,,kastet,,har kastet,75
19/01/2021 08:34:39,laugh,,å le,,ler,,lir,,har l,50
19/01/2021 08:34:51,lay/put,,å legge,,legger,,lagg,,har lagg,50
19/01/2021 08:35:09,lie,,å ligge,,ligger,,ligte,,har ligt,50
19/01/2021 08:35:31,must/have to ,,å måtte,,må,,måtte,,har måttet,100
19/01/2021 08:35:53,enjoy,,å nyte,,nyter,,nytt,,har nyttet,50
19/01/2021 08:36:08,to fix,,å passe,,ordner,,ordnet,,har ordnet,75
19/01/2021 08:41:23,exaggerate,,å overdrive,,overdriver,,overdrø,,har overdrev,50
19/01/2021 08:41:49,reach,,å rekke,,rekker,,rekk,,har rakt,75
19/01/2021 08:42:04,ride,,å ri,,rir,,rod,,har redd,50
19/01/2021 08:42:28,tidy,,å rydde,,rydder,,ryddet,,har ryddet,100
19/01/2021 08:42:44,see,,å se,,se,,se,,har sått,25
19/01/2021 08:42:53,set/put/place,,å sette,,setter,,sitt,,har satt,75
19/01/2021 08:43:09,"say, tell",,å si,,sir,,sir,,har satt,25
19/01/2021 08:44:44,sit,,å sitte,,sitter,,satte,,har satt,50
19/01/2021 08:48:05,to scare,,å skike,,skremmer,,skremte,,har skremt,75
19/01/2021 08:48:27,"hit, strike",,å slå,,slår,,slått,,har slo,50
19/01/2021 08:48:38,drop,,å slippe,,slipper,,slapp,,har slapp,75
19/01/2021 08:48:55,sneak,,å snike,,sniker,,snekt,,har sneket,75
19/01/2021 08:49:12,sleep,,å sove,,sover,,sovt,,har sovet,75
19/01/2021 08:51:24,ask,,å spørre,,spørrer,,har spørt,,har spurt,50
19/01/2021 08:51:45,"stand, stand up",,å stå,,srår,,stått,,har stodet,25
19/01/2021 08:51:59,steal,,å stjele,,stjeler,,stjelt,,har stjal,50
19/01/2021 08:52:18,stroke,,å stryke,,stryker,,stryk,,har strøk,50
19/01/2021 08:52:41,take,,å ta,,tar,,tatt,,har tatt,75
19/01/2021 08:52:54,count,,å telle,,teller,,tolt,,har talt,75
19/01/2021 08:53:05,meet/hit,,å treffe,,treffer,,treff,,har traff,50
19/01/2021 08:54:09,pull,,å trekke,,trekker,,trekt,,har trakket,50
19/01/2021 08:54:24,know,,å vite,,vit,,har vite,,har visst,50
