Date,Verb,C1,Infinitive,C2,PresentTense,C3,PastTense,C4,PastParticiple,Ending,Irregular,Percent,
16/01/2021 10:26,"should, shall",,å skulle,,skal,,skulle,,har skullet,,Y,100,
16/01/2021 10:26,"hit, strike",,å slå,,slår,,sladd,,har slodd,,Y,50,
16/01/2021 10:26,drop,,å slippe,,slipper,,slipt,,har slappet,,Y,50,
16/01/2021 10:26,sneak,,å snike,,sniker,,snakte,,har snektet,,,50,
16/01/2021 10:27,sleep,,å sove,,sover,,sovte,,har sovte,,Y,50,
16/01/2021 10:27,ask,,å sporre,,spørrte,,har spørte,,har spurtet,,Y,0,
16/01/2021 10:27,"stand, stand up",,å slå,,slår,,stadd,,har stoder,,Y,0,
16/01/2021 10:28,steal,,å stjele,,stjeler,,stjele,,har stjalet,,Y,50,
16/01/2021 10:28,stroke,,å stryke,,stryker,,strykte,,har strøkk,,Y,50,
16/01/2021 10:29,take,,å ta,,tar,,tukk,,har tukk,,Y,50,
16/01/2021 10:29,count,,å telle,,teller,,telte,,har taltet,,Y,50,
16/01/2021 10:29,meet/hit,,å treffe,,treffer,,trefte,,har traffet,,Y,50,
16/01/2021 10:30,pull,,å trekke,,trekker,,trakk,,har trakket,,,75,
16/01/2021 10:30,"be, exist",,å være,,var,,var,,har være,,Y,50,
16/01/2021 10:30,"want to, will",,å ville,,vil,,ville,,har villet,,Y,100,
16/01/2021 10:30,know,,å vite,,viter,,vett,,har visst,,Y,50,
17/01/2021 11:34,open,,å åpne,,åpner,,åpnet,,har åpnet,et,,100,
17/01/2021 11:37,work,,å arbeide,,arbeider,,arbeidet,,har arbeidet,et,,100,
17/01/2021 11:39,interrupt,,å avbryte,,avbryter,,avbrøt,,har avbrøtt,,Y,75,
17/01/2021 11:40,"bear, carry",,å bære,,bar,,bar,,har bar,,Y,50,
17/01/2021 11:40,to bake,,å bake,,baker,,bakte,,har bakt,te,,100,
17/01/2021 11:40,ask,,å be,,ber,,bir,,har ba,,Y,50,
17/01/2021 11:41,be,,å bli,,blir,,blød,,har bledd,,Y,50,
17/01/2021 11:41,"live, reside",,å bo,,bor,,bodde,,har bodd,dde,,100,
17/01/2021 11:42,"violate, break",,å bryte,,bryter,,britt,,har brittet,,Y,50,
17/01/2021 11:42,should,,å burde,,burde,,burde,,har burdet,,Y,75,
17/01/2021 11:42,to cover,,å dekke,,dekker,,dekket,,har dekket,et,,100,
17/01/2021 11:43,go/travel,,å dra,,drar,,drev,,har drott,,Y,50,
17/01/2021 11:43,drink,,å drikke,,drikker,,drakk,,har drukt,,Y,75,
17/01/2021 11:43,"operate, run",,å driver,,driv,,driv,,har drevet,,Y,25,
17/01/2021 11:49,get/receive,,å få,,får,,fatt,,har fikket,,Y,50,
17/01/2021 11:50,find,,å finne,,finner,,finde,,har fantet,,Y,50,
17/01/2021 11:50,prefer,,å foretrekke,,foretrakk,,foretrakk,,har foretrakket,,Y,50,
17/01/2021 11:53,disappear,,å forsvinne,,forsvinner,,forsvann,,har forsvant,,Y,50,
17/01/2021 11:53,"tell, explain",,å fortelle,,forteller,,fortall,,har fortalt,,Y,75,
17/01/2021 11:54,continue,,å forstsette,,fortsette,,fortsatt,,har forsattet,,Y,0,
17/01/2021 11:54,marry,,å gifte,,gifter,,giftet,,har giftet,et,,100,
17/01/2021 11:54,repeat,,å gjenta,,gjentar,,gjentukk,,har gjentakk,,Y,50,
17/01/2021 11:55,do,,å gjøre,,gjører,,gjorde,,har gjørt,,Y,50,
17/01/2021 11:55,greet,,å hilse,,hilser,,hilste,,har hilst,te,,100,
17/01/2021 11:56,help,,å hjelpe,,hjelper,,hjalpt,,har hjelpt,,Y,50,
17/01/2021 11:57,jump,,å hoppe,,hopper,,hopet,,har hoppet,et,,75,
17/01/2021 11:57,hear,,å høre,,hører,,hørte,,har hørt,te,,100,
17/01/2021 11:58,purchase,,å kjøpe,,kjøper,,kjøpte,,har kjøpt,te,,100,
17/01/2021 11:58,cook,,å koke,,koker,,kokte,,har kokt,te,,100,
17/01/2021 11:58,"make, create",,å lage,,lager,,laget,,har laget,et,,100,
17/01/2021 11:58,laugh,,å le,,ler,,lir,,har lodd,,Y,50,
17/01/2021 11:58,lay/put,,å legge,,legger,,ligge,,har ligget,,Y,50,
17/01/2021 11:59,play,,å leke,,leker,,lekte,,har lekt,te,,100,
17/01/2021 11:59,lie,,å ligge,,ligger,,lo,,har lagt,,Y,50,
17/01/2021 11:59,like,,å like,,liker,,likte,,har liket,te,,75,
17/01/2021 12:00,must/have to,,å måtte,,mp,,måtte,,har måttet,,Y,75,
17/01/2021 12:00,enjoy,,å nyte,,nyter,,nytt,,har nøtt,,Y,50,
17/01/2021 12:01,exaggerate,,å overdrive,,overdriver,,overdriv,,har overdrevt,,Y,50,
17/01/2021 12:01,"try, attempt",,å prøve,,prøver,,prøvde,,har prøvd,de,,100,
17/01/2021 12:02,to breathe,,å puste,,puster,,pustet,,har pustet,et,,100,
17/01/2021 12:02,reach,,å rekke,,rekker,,rekte,,har rektet,,Y,50,
17/01/2021 12:02,ride,,å ri,,ri,,ri,,har ød,,Y,25,
17/01/2021 12:02,"call, shout",,å rope,,roper,,ropte,,har ropt,te,,100,
17/01/2021 12:03,see,,å se,,ser,,sir,,har satt,,Y,50,
17/01/2021 12:03,set/put/place,,å sette,,setter,,satt,,har satt,,Y,75,
17/01/2021 12:04,"say, tell",,å si,,sir,,sir,,har satt,,Y,25,
17/01/2021 12:05,sit,,å sitte,,sitter,,satt,,har satt,,Y,75,
17/01/2021 12:05,write,,å skrive,,skriver,,skrev,,har skrevet,,Y,100,
17/01/2021 12:05,"hit, strike",,å slå,,slår,,slatt,,har slott,,Y,50,
17/01/2021 12:06,drop,,å slippe,,slipper,,slipt,,har slappet,,Y,50,
17/01/2021 12:06,smile,,å smile,,smiler,,smilte,,har smilt,te,,100,
17/01/2021 12:06,sneak,,å snike,,sniker,,snaker,,har snek,,,50,
17/01/2021 12:07,snow,,å snø,,snør,,snødde,,har snødd,dde,,100,
17/01/2021 12:07,sleep,,å sover,,sover,,sovt,,har sovet,,Y,50,
17/01/2021 12:07,play,,å spille,,spiller,,spillte,,har spilt,te,,75,
17/01/2021 12:07,eat,,å spise,,spiser,,spiste,,har spist,te,,100,
17/01/2021 12:08,ask,,å spørre,,spør,,sporte,,har spurt,,Y,75,
17/01/2021 12:08,"stand, stand up",,å stå,,står,,stått,,har stodd,,Y,50,
17/01/2021 12:08,"roast, fry, bake",,å steke,,steker,,stekte,,har stekt,te,,100,
17/01/2021 12:10,steal,,å stjele,,stjeler,,stelte,,har stjalt,,Y,50,
17/01/2021 12:11,stroke,,å stryke,,stryker,,strikt,,har strld,,Y,50,
17/01/2021 12:11,"answer, reply",,å spørre,,svarer,,svarte,,har svart,te,,75,
17/01/2021 12:12,take,,å tar,,tar,,tokk,,har tar,,Y,25,
17/01/2021 12:12,count,,å telel,,teller,,tell,,har talt,,Y,50,
17/01/2021 12:12,"think, intend",,å tenke,,tenker,,tenkte,,har tenkt,te,,100,
17/01/2021 12:12,meet/hit,,å treffe,,treffer,,traff,,har traffet,,Y,75,
17/01/2021 12:13,pull,,å trekke,,trekker,,trakk,,har trekket,,,75,
17/01/2021 12:13,need,,å trenge,,trenger,,trengte,,har trengt,te,,100,
17/01/2021 12:14,believe,,å tro,,tror,,trodde,,har trodd,,,100,
17/01/2021 12:14,to print,,å trykke,,trykker,,trykket,,har trykket,et,,100,
17/01/2021 12:14,"be, exist",,å være,,er,,var,,har vært,,Y,100,
17/01/2021 12:14,wash,,å vaske,,vasker,,vasket,,har vasket,,,100,
17/01/2021 12:15,"wait, expect",,å vente,,venter,,ventet,,har ventet,et,,100,
17/01/2021 12:15,show,,å snø,,viser,,viste,,har vist,te,,75,
17/01/2021 12:15,know,,å vite,,viter,,vett,,har visst,,Y,50,
18/01/2021 15:47,interrupt,,å avbryte,,avbryter,,avbrøtt,,har avbutt,,Y,50,
18/01/2021 15:47,"bear, carry",,å bære,,å bærer,,bar,,har bar,,Y,50,
18/01/2021 15:49,ask,,å be,,er,,besrt,,har beret,,Y,25,
18/01/2021 15:50,be,,å bli,,blir,,bli,,har blir,,Y,50,
18/01/2021 15:56,"violate, break",,å bryte,,brytee,,bryter,,har bruttet,,Y,25,
18/01/2021 15:56,should,,å burde,,burder,,burde,,har burdet,,Y,75,
18/01/2021 15:57,go/travel,,å dra,,drar,,drak,,har dratt,,Y,75,
18/01/2021 15:57,drink,,å drikke,,drikker,,drukk,,har drukket,,Y,75,
18/01/2021 15:57,"operate, run",,å drive,,driver,,drevt,,har drevet,,Y,75,
18/01/2021 15:58,get/receive,,å få,,får,,fikk,,har fikk,,Y,75,
18/01/2021 15:58,find,,å finne,,finner,,finde,,har fantet,,Y,50,
18/01/2021 15:59,prefer,,å foretrekke,,foretrekker,,foretrakk,,har foretrakket,,Y,75,
18/01/2021 15:59,disappear,,å forsvinne,,forsvinner,,forsvann,,har forsvant,,Y,50,
18/01/2021 16:00,"tell, explain",,å fortelle,,forteller,,fortold,,har fortalt,,Y,75,
18/01/2021 16:00,continue,,å fortsette,,fortsetter,,fortsatt,,har forsattet,,Y,50,
18/01/2021 16:00,repeat,,å gjenta,,gjenar,,gj,,har gjentakk,,Y,25,
18/01/2021 16:01,do,,å gjøre,,gjør,,gjorde,,har gjord,,Y,75,
18/01/2021 16:01,help,,hjelpe,,hjelper,,hjalpt,,har hjalpet,,Y,25,
18/01/2021 16:03,laugh,,å le,,ler,,li,,har lott,,Y,50,
18/01/2021 16:03,lay/put,,å legge,,legger,,ligg,,har latt,,Y,50,
18/01/2021 16:03,lie,,å ligge,,ligger,,ligt,,har ligt,,Y,50,
18/01/2021 16:04,must/have to,,å måtte,,må,,måtte,,har mått,,Y,75,
18/01/2021 16:04,enjoy,,å nyte,,nyter,,nit,,har nøttet,,Y,50,
18/01/2021 16:06,exaggerate,,å overdrive,,overdriver,,overdrev,,overdrevet,,Y,75,
18/01/2021 16:07,reach,,å rekke,,rekker,,rekt,,har raktet,,Y,50,
18/01/2021 16:07,ride,,å ri,,rir,,ror,,har rirte,,Y,50,
18/01/2021 16:07,see,,å se,,ser,,si,,har sått,,Y,50,
18/01/2021 16:08,set/put/place,,å sette,,setter,,sat,,har satt,,Y,75,
18/01/2021 16:08,"say, tell",,å so,,sir,,sa,,d,,Y,25,
18/01/2021 16:08,sit,,å sitte,,sitter,,satt,,har satt,,Y,75,
18/01/2021 16:08,"hit, strike",,å slå,,slår,,slått,,har slått,,Y,75,
18/01/2021 16:08,drop,,å slippe,,slipper,,slal,,har slappet,,Y,50,
18/01/2021 16:09,sneak,,å snike,,sniker,,snaker,,har sneket,,,75,
18/01/2021 16:09,sleep,,å sove,,sover,,sovt,,har sovet,,Y,75,
18/01/2021 16:09,ask,,å sporre,,spørrer,,spørt,,har spurt,,Y,25,
18/01/2021 16:10,"stand, stand up",,å stå,,står,,stakk,,har stått,,Y,75,
18/01/2021 16:10,steal,,å stjele,,stjeler,,stjalt,,har stjalet,,Y,50,
18/01/2021 16:10,stroke,,å stryke,,stryker,,strikt,,har strøket,,Y,75,
18/01/2021 16:11,take,,å ta,,tar,,tokk,,har tok,,Y,50,
18/01/2021 16:11,count,,å telle,,teller,,told,,har talt,,Y,75,
18/01/2021 16:11,meet/hit,,å treffe,,treffer,,tfaff,,har traffet,,Y,50,
18/01/2021 16:12,pull,,å trekke,,trekker,,trekte,,har trakket,,,50,
18/01/2021 16:12,know,,å vite,,viter,,vite,,har visst,,Y,50,
19/01/2021 08:15,interrupt,,å avbryte,,avbryter,,avbrøtt,,har avbrutt,,Y,75,
19/01/2021 08:17,"bear, carry",,å bære,,bærer,,bære,,har baret,,Y,50,
19/01/2021 08:18,ask,,å be,,ber,,bor,,har batt,,Y,50,
19/01/2021 08:18,begin,,å begyne,,begynte,,begynte,,har begynt,te,,50,
19/01/2021 08:19,be,,å bli,,blir,,bli,,har blett,,Y,50,
19/01/2021 08:19,"violate, break",,å bryte,,bryter,,brøtt,,har brutt,,Y,75,
19/01/2021 08:19,should,,å burde,,burder,,burde,,har børr,,Y,50,
19/01/2021 08:19,go/travel,,å dra,,drar,,drak,,har drakk,,Y,50,
19/01/2021 08:20,drink,,å drikke,,drikker,,druk,,har drukket,,Y,75,
19/01/2021 08:20,"operate, run",,å drive,,driver,,dror,,har drevet,,Y,75,
19/01/2021 08:20,get/receive,,å få,,får,,få,,har fikk,,Y,50,
19/01/2021 08:21,find,,å finne,,finner,,fint,,har fantet,,Y,50,
19/01/2021 08:21,prefer,,å foretrekke,,foretrekker,,foretrakk,,har foretrukk,,Y,75,
19/01/2021 08:21,disappear,,å forsvinne,,forsvinner,,forsvunt,,har forsvant,,Y,50,
19/01/2021 08:30,"tell, explain",,å fortelle,,forteller,,fortell,,har fortalt,,Y,75,
19/01/2021 08:31,continue,,å fortsette,,forsetter,,fortsatt,,har forsatt,,Y,25,
19/01/2021 08:32,repeat,,å gjenta,,gjentar,,gjant,,har gjentok,,Y,50,
19/01/2021 08:32,do,,å gjøre,,gjør,,gjort,,har gjørd,,Y,50,
19/01/2021 08:33,help,,å hjelpe,,hjelper,,hjalp,,har hjelpet,,Y,75,
19/01/2021 08:33,cough,,å hoste,,hoster,,hostet,,har hostet,et,,100,
19/01/2021 08:33,remember,,å huske,,husker,,husket,,har husket,et,,100,
19/01/2021 08:34,cast,,å gjemme,,kaster,,kastet,,har kastet,,,75,
19/01/2021 08:34,laugh,,å le,,ler,,lir,,har l,,Y,50,
19/01/2021 08:34,lay/put,,å legge,,legger,,lagg,,har lagg,,Y,50,
19/01/2021 08:35,lie,,å ligge,,ligger,,ligte,,har ligt,,Y,50,
19/01/2021 08:35,must/have to,,å måtte,,må,,måtte,,har måttet,,Y,100,
19/01/2021 08:35,enjoy,,å nyte,,nyter,,nytt,,har nyttet,,Y,50,
19/01/2021 08:36,to fix,,å passe,,ordner,,ordnet,,har ordnet,et,,75,
19/01/2021 08:41,exaggerate,,å overdrive,,overdriver,,overdrø,,har overdrev,,Y,50,
19/01/2021 08:41,reach,,å rekke,,rekker,,rekk,,har rakt,,Y,75,
19/01/2021 08:42,ride,,å ri,,rir,,rod,,har redd,,Y,50,
19/01/2021 08:42,tidy,,å rydde,,rydder,,ryddet,,har ryddet,et,,100,
19/01/2021 08:42,see,,å se,,se,,se,,har sått,,Y,25,
19/01/2021 08:42,set/put/place,,å sette,,setter,,sitt,,har satt,,Y,75,
19/01/2021 08:43,"say, tell",,å si,,sir,,sir,,har satt,,Y,25,
19/01/2021 08:44,sit,,å sitte,,sitter,,satte,,har satt,,Y,50,
19/01/2021 08:48,to scare,,å skike,,skremmer,,skremte,,har skremt,te,,75,
19/01/2021 08:48,"hit, strike",,å slå,,slår,,slått,,har slo,,Y,50,
19/01/2021 08:48,drop,,å slippe,,slipper,,slapp,,har slapp,,Y,75,
19/01/2021 08:48,sneak,,å snike,,sniker,,snekt,,har sneket,,,75,
19/01/2021 08:49,sleep,,å sove,,sover,,sovt,,har sovet,,Y,75,
19/01/2021 08:51,ask,,å spørre,,spørrer,,har spørt,,har spurt,,Y,50,
19/01/2021 08:51,"stand, stand up",,å stå,,srår,,stått,,har stodet,,Y,25,
19/01/2021 08:51,steal,,å stjele,,stjeler,,stjelt,,har stjal,,Y,50,
19/01/2021 08:52,stroke,,å stryke,,stryker,,stryk,,har strøk,,Y,50,
19/01/2021 08:52,take,,å ta,,tar,,tatt,,har tatt,,Y,75,
19/01/2021 08:52,count,,å telle,,teller,,tolt,,har talt,,Y,75,
19/01/2021 08:53,meet/hit,,å treffe,,treffer,,treff,,har traff,,Y,50,
19/01/2021 08:54,pull,,å trekke,,trekker,,trekt,,har trakket,,,50,
19/01/2021 08:54,know,,å vite,,vit,,har vite,,har visst,,Y,50,
20/01/2021 11:03,employ,å ansette,å ansette,ansetter,ansetter,ansatte,ansatte,har ansatt,ansatt,,Y,75,
20/01/2021 11:04,interrupt,å avbryte,å avbryte,avbryter,avbryter,avbrøt,avbrøt,har avbrutt,har avbrutt,,Y,100,
20/01/2021 11:05,"bear, carry",å bære,å bære,bærer,bærer,bar,bar,har båret,har bårett,,Y,75,
20/01/2021 11:11,ask,å be,å be,ber,ber,ba,ble,har bedt,har batt,,Y,50,
20/01/2021 11:12,begin,å begynne,å begyne,begynner,begynner,begynte,begynte,har begynt,har begynt,te,,75,
20/01/2021 11:12,pay,å betale,å betale,betaler,betaler,betalte,betalte,har betalt,har betalt,te,,100,
20/01/2021 11:12,"mean, signify",å bety,å bety,betyr,betyr,betydde,betydde,har betydd,har betydd,dde,,100,
20/01/2021 11:13,to move,å bevege,å begestre[3~,beveger,beveger,beveget,beveget,har beveget,har beveget,et,,75,
20/01/2021 11:13,be,å bli,å bli,blir,blir,ble,blir,har blitt,har blirr,,Y,50,
20/01/2021 11:14,use,å bruke,å bruke,bruker,bruker,brukte,brukte,har brukt,har brukt,te,,100,
20/01/2021 11:14,"violate, break",å bryte,å bryte,bryter,bryter,brøt,britte,har brutt,har brøtt,,Y,50,
20/01/2021 11:14,should,å burde,å burde,bør,burder,burde,burde,har burdet,har burd,,Y,50,
20/01/2021 11:15,die,å dø,å dø,dør,dør,døde,døde,har dødd,har død,de,,75,
20/01/2021 11:15,go/travel,å dra,å dra,drar,drar,dro,srakt,har dratt,har dratt,,Y,75,
20/01/2021 11:15,drink,å drikke,å drikke,drikker,drikker,drakk,druk,har drukket,har drukket,,Y,75,
20/01/2021 11:15,"operate, run",å drive,å drive,driver,driver,drev,dro,har drevet,har drevet,,Y,75,
20/01/2021 11:16,shower,å dusje,å dusje,dusjer,dusjer,dusjet,dusjet,har dusjet,har dusjet,et,,100,
20/01/2021 11:16,get/receive,å få,å få,får,får,fikk,fatt,har fått,har fatt,,Y,50,
20/01/2021 11:16,find,å finne,å finne,finner,finner,fant,finte,har funnet,har fantet,,Y,50,
20/01/2021 11:16,"be, feel",å føle seg,å føle,føler seg,føler seg,følte seg,følte seg,har følt seg,har følt seg,te,,75,
20/01/2021 11:17,prefer,å foretrekke,å foretrakke,foretrekker,foretrekker,foretrakk,foretrakk,har foretrukket,har foretrakk,,Y,50,
20/01/2021 11:17,explain,å forklare,å forklare,forklarer,forklarer,forklarte,forklarte,har forklart,har forklart,te,,100,
20/01/2021 11:18,understand,å forstå,å forstå,forstår,forstår,forsto,forstørt,har forstått,har forstott,,Y,50,
20/01/2021 11:19,disappear,å forsvinne,å forsvinne,forsvinner,forsvinner,forsvant,forsvan,har forsvunnet,har forsvant,,Y,50,
20/01/2021 11:20,"tell, explain",å fortelle,å fortelle,forteller,fortøld,fortalte,fortold,har fortalt,har fortalt,,Y,50,
20/01/2021 11:20,continue,å fortsette,å fortsette,fortsetter,fortsatte,fortsatte,fortsatte,har fortsatt,har forstsatt,,Y,50,
20/01/2021 11:22,"go, walk",å gå,å gå,går,går,gikk,gikk,har gått,har gikk,,Y,75,
20/01/2021 11:23,give,å gi,å gi,gir,gir,gav,gakk,har gitt,har gavet,,Y,50,
20/01/2021 11:23,to hide,å gjemme,å gjemme,gjemmer,gjemmer,gjemte,gjemte,har gjemt,har gjemt,te,,100,
20/01/2021 11:23,repeat,å gjenta,å gjenta,gjentar,gjenter,gjentok,gjentt,har gjentatt,har gjentok,,Y,25,
20/01/2021 11:24,do,å gjøre,å gjøre,gjør,gjør,gjorde,gjør,har gjort,har gjørd,,Y,50,
20/01/2021 11:25,look forward,å glede seg,å glede seg,gleder seg,gleder seg,gledet seg,gledet seg,har gledet seg,har gledet seg,et,,100,
20/01/2021 11:25,forget,å glemme,å glemme,glemmer,glemmer,glemte,glemte,har glemt,har glemt,te,,100,
20/01/2021 11:25,have,å ha,å ha,har,har,hadde,hadde,har hatt,har hadd,,Y,75,
20/01/2021 11:25,"fetch, bring",å hente,å hacke,henter,henter,hentet,hentet,har hentet,har hentet,et,,75,
20/01/2021 11:26,be called/named,å hete,å heter,heter,heter,hette,hette,har hett,har hett,te,,75,
20/01/2021 11:26,help,å hjelpe,å hjelpe,hjelper,hjelper,hjalp,hjalp,har hjulpet,har hjulpet,,Y,100,
20/01/2021 11:26,jump,å hoppe,å jumpe,hopper,hopper,hoppet,hoppet,har hoppet,har hoppet,et,,75,
20/01/2021 11:28,cast,å kaste,å genta,kaster,kaster,kastet,kastet,har kastet,har kastet,,,75,
20/01/2021 11:29,"know (person, place)",å kjenne,å kjenne,kjenner,kjenner,kjente,kjente,har kjent,har kjent,te,,100,
20/01/2021 11:30,come,å komme,å komme,kommer,kommer,kom,kom,har kommet,har komett,,Y,75,
20/01/2021 11:30,"cost, sweep",å koste,å koste,koster,koster,kostet,kostet,har kostet,har kostet,et,,100,
20/01/2021 11:31,can/be able to,å kunne,å kunne,kan,kan,kunne,kunne,har kunnet,har kunnet,,Y,100,
20/01/2021 11:31,laugh,å le,å le,ler,ler,lo,lir,har ledd,har lie,,Y,50,
20/01/2021 11:31,lay/put,å legge,å legge,legger,legger,la,legg,har lagt,har legget,,Y,50,
20/01/2021 11:31,"live, be alive",å leve,å bo,lever,lever,levde,levde,har levd,har levd,de,,75,
20/01/2021 11:45,lie,å ligge,å ligge,ligger,ligger,lå,lagt,har ligget,har laget,,Y,50,
20/01/2021 11:45,like,å like,å like,liker,liker,likte,likte,har likt,har likt,te,,100,
20/01/2021 11:46,listen,å lytte,å lytte,lytter,lytter,lyttet,lyttet,har lyttet,har lyttet,et,,100,
20/01/2021 11:46,enjoy,å nyte,å nyte,nyter,nyter,nøt,nytt,har nytt,har nyttet,,Y,50,
20/01/2021 11:46,to fix,å ordne,å passe,ordner,ordne,ordnet,ordnet,har ordnet,har ordnet,et,,50,
20/01/2021 11:47,exaggerate,å overdrive,å overdrive,overdriver,overdrivtw,overdrev,overdrivte,har overdrevet,har overdrev,,Y,25,
20/01/2021 11:47,fit,å passe,å passe,passer,passer,passet,passet,har passet,har passet,et,,100,
20/01/2021 11:48,"clean, polish",å pusse,å pusse,pusser,pusser,pusset,puste,har pusset,har pusset,et,,75,
20/01/2021 11:49,reach,å rekke,å rekke,rekker,rekker,rakte,rekt,har rakt,har raktet,,Y,50,
20/01/2021 11:49,ride,å ri,å ri,rir,rir,red,ridd,har ridd,har riddet,,Y,50,
20/01/2021 11:49,ring,å ringe,å ringe,ringer,ringer,ringte,ringte,har ringt,har ringt,te,,100,
20/01/2021 11:49,see,å se,å se,ser,ser,så,ier,har sett,har siert,,Y,50,
20/01/2021 11:50,sell,å selge,å selge,selger,selger,solgte,solgt,har solgt,har solgt,,Y,75,
20/01/2021 11:50,send,å sende,å senne,sender,sender,sendte,sente,har sendt,har sendt,te,,50,
20/01/2021 11:50,set/put/place,å sette,å sette,setter,setter,satte,satt,har satt,har satt,,Y,75,
20/01/2021 11:50,"say, tell",å si,å so,sier,sir,sa,sir,har sagt,har sier,,Y,0,
20/01/2021 11:51,sit,å sitte,å sitte,sitter,sitter,satt,satte,har sittet,har sattet,,Y,50,
20/01/2021 11:51,cut,å skjære,å skjære,skjærer,skjærer,skar,skjærte,har skåret,har skjærte,te,Y,50,
20/01/2021 11:51,understand,å skjønne,å skjønne,skjønner,skjønner,skjønte,skjonte,har skjønt,har skjønt,,Y,75,
20/01/2021 11:52,to scare,å skremme,å skremme,skremmer,skremmer,skremte,skremte,har skremt,har skremt,te,,100,
20/01/2021 11:52,"should, shall",å skulle,å skulle,skal,skal,skulle,skulle,har skullet,har skullet,,Y,100,
20/01/2021 11:52,"hit, strike",å slå,å slå,slår,slår,slo,slarr,har slått,har slått,,Y,75,
20/01/2021 11:54,to realx,å slappe,å slappe,slapper,slapper,slappet,slappet,har slappet,har slappet,et,,100,
20/01/2021 11:54,drop,å slippe,å slippe,slipper,slipper,slapp,slipt,har sluppet,har slappet,,Y,50,
20/01/2021 11:54,"end, close",å slutte,å slutt,slutter,slutter,sluttet,sluttet,har sluttet,har sluttet,et,,75,
20/01/2021 11:54,sneak,å snike,å snike,sniker,sniker,snek,snikte,har sneket,har sneket,,,75,
20/01/2021 11:55,sleep,å sove,å sove,sover,sover,sov,sovt,har sovet,har sovett,,Y,50,
20/01/2021 11:55,ask,å spørre,å spørre,spør,spørte,spurte,har spøret,har spurt,har spurt,,Y,50,
20/01/2021 11:55,"stand, stand up",å stå,å stå,står,står,stod,statt,har stått,har stod,,Y,50,
20/01/2021 11:55,"vote, agree",å stemme,å ,stemmer,stemmer,stemte,stemte,har stemt,har stemt,te,,75,
20/01/2021 11:56,steal,å stjele,å stjele,stjeler,stjeler,stjal,stjel,har stjålet,har stjal,,Y,50,
20/01/2021 11:56,stroke,å stryke,å stryke,stryker,stryker,strøk,strykte,har strøket,har strøkket,,Y,50,
20/01/2021 11:57,study,å studere,å studere,studerer,studerer,studerte,studerte,har studert,har studert,te,,100,
20/01/2021 11:57,"answer, reply",å svare,å svare,svarer,svarer,svarte,svarte,har svart,har svart,te,,100,
20/01/2021 11:57,take,å ta,å ta,tar,tar,tok,tøk,har tatt,har tokket,,Y,50,
20/01/2021 11:57,count,å telle,å telle,teller,teller,talte,tell,har talt,har talt,,Y,75,
20/01/2021 11:58,meet/hit,å treffe,å treffe,treffer,treffer,traff,treffte,har truffet,har traffet,,Y,50,
20/01/2021 11:58,pull,å trekke,å trekke,trekker,trekker,trakk,trekkt,har trukket,har trakk,,,50,
20/01/2021 11:58,to joke ,å tulle,å trik,tuller,tuller,tullet,tullet,har tullet,har tullet,et,,75,
20/01/2021 11:59,"wake, awaken",å våkne,å våkne,våkner,våkner,våknet,våknet,har våknet,har våknet,et,,100,
20/01/2021 11:59,"want to, will",å ville,å ville,vil,vil,ville,ville,har villet,har villet,,Y,100,
20/01/2021 11:59,show,å vise,å snø,viser,viser,viste,viste,har vist,har vist,te,,75,
20/01/2021 11:59,know,å vite,å vite,vet,viter,visste,viter,har visst,har visst,,Y,50,
